"filename", "language", "TypeScript", "JSON with Comments", "JSON", "TypeScript React", "HTML", "CSS", "Markdown", "JavaScript", "comment", "blank", "total"
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/Components/ModalComp.tsx", "TypeScript React", 0, 0, 0, 42, 0, 0, 0, 0, 0, 4, 46
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/Components/Nav.tsx", "TypeScript React", 0, 0, 0, 251, 0, 0, 0, 0, 12, 12, 275
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/Components/ProjectCard.tsx", "TypeScript React", 0, 0, 0, 93, 0, 0, 0, 0, 0, 5, 98
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/Components/Stat.tsx", "TypeScript React", 0, 0, 0, 17, 0, 0, 0, 0, 0, 4, 21
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/Pages/App.tsx", "TypeScript React", 0, 0, 0, 36, 0, 0, 0, 0, 0, 9, 45
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/Pages/Home.tsx", "TypeScript React", 0, 0, 0, 15, 0, 0, 0, 0, 0, 3, 18
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/Pages/Login.tsx", "TypeScript React", 0, 0, 0, 140, 0, 0, 0, 0, 0, 6, 146
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/Pages/Monitor.tsx", "TypeScript React", 0, 0, 0, 92, 0, 0, 0, 0, 0, 8, 100
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/Pages/Profile.tsx", "TypeScript React", 0, 0, 0, 219, 0, 0, 0, 0, 0, 3, 222
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/Pages/Project.tsx", "TypeScript React", 0, 0, 0, 292, 0, 0, 0, 0, 0, 14, 306
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/Pages/Projects.tsx", "TypeScript React", 0, 0, 0, 231, 0, 0, 0, 0, 6, 11, 248
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/Pages/Settings.tsx", "TypeScript React", 0, 0, 0, 202, 0, 0, 0, 0, 0, 12, 214
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/Pages/Signup.tsx", "TypeScript React", 0, 0, 0, 312, 0, 0, 0, 0, 0, 7, 319
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/api/constants.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/eliaswambugu/Documents/projects/dashboard/bettrdash-test/apps/website/src/api/index.ts", "TypeScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 12, 71
